source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[compound]	characteristics[compound]	characteristics[concentration of]	characteristics[biological replicate]	characteristics[enrichment process]	characteristics[synthetic peptide]	characteristics[sample amount]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 262	Homo sapiens	retinal pigment epithelium	not available	normal	not available	female	not available	epithelial cell	not applicable	EGF	kinase inhibitors PD-032591	5 uM	2	enrichment of phosphorylated Protein	not synthetic	not applicable	run 232	proteomic profiling by mass spectrometry	20171125_QE7_nLC14_DBJ_SA_DIAphos_RPE1_pilot2_PD0325901_5uM_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20171125_QE7_nLC14_DBJ_SA_DIAphos_RPE1_pilot2_PD0325901_5uM_02.raw	1	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 263	Homo sapiens	retinal pigment epithelium	not available	normal	not available	female	not available	epithelial cell	not applicable	EGF	kinase inhibitors PD-032591	5 uM	3	enrichment of phosphorylated Protein	not synthetic	not applicable	run 233	proteomic profiling by mass spectrometry	20171125_QE7_nLC14_DBJ_SA_DIAphos_RPE1_pilot2_PD0325901_5uM_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20171125_QE7_nLC14_DBJ_SA_DIAphos_RPE1_pilot2_PD0325901_5uM_03.raw	1	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 264	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	synthetic	1 μg	run 234	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1000xYeast-JPTstySig123_1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1000xYeast-JPTstySig123_1.raw	1	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 265	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	1000 μg	run 234	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1000xYeast-JPTstySig123_1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1000xYeast-JPTstySig123_1.raw	1	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 266	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	synthetic	1 μg	run 235	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1000xYeast-JPTstySig123_2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1000xYeast-JPTstySig123_2.raw	2	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 267	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	1000 μg	run 235	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1000xYeast-JPTstySig123_2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1000xYeast-JPTstySig123_2.raw	2	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 268	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	synthetic	1 μg	run 236	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1000xYeast-JPTstySig123_3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1000xYeast-JPTstySig123_3.raw	3	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 269	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	1000 μg	run 236	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1000xYeast-JPTstySig123_3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1000xYeast-JPTstySig123_3.raw	3	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 270	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	synthetic	1 μg	run 237	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_100xYeast-JPTstySig123_1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_100xYeast-JPTstySig123_1.raw	1	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 271	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	100 μg	run 237	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_100xYeast-JPTstySig123_1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_100xYeast-JPTstySig123_1.raw	1	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 272	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	synthetic	1 μg	run 238	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_100xYeast-JPTstySig123_2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_100xYeast-JPTstySig123_2.raw	2	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 273	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	100 μg	run 238	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_100xYeast-JPTstySig123_2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_100xYeast-JPTstySig123_2.raw	2	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 274	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	synthetic	1 μg	run 239	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_100xYeast-JPTstySig123_3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_100xYeast-JPTstySig123_3.raw	3	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 275	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	100 μg	run 239	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_100xYeast-JPTstySig123_3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_100xYeast-JPTstySig123_3.raw	3	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 276	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	synthetic	1 μg	run 240	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_10xYeast-JPTstySig123_1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_10xYeast-JPTstySig123_1.raw	1	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 277	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	10 μg	run 240	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_10xYeast-JPTstySig123_1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_10xYeast-JPTstySig123_1.raw	1	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 278	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	synthetic	1 μg	run 241	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_10xYeast-JPTstySig123_2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_10xYeast-JPTstySig123_2.raw	2	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 279	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	10 μg	run 241	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_10xYeast-JPTstySig123_2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_10xYeast-JPTstySig123_2.raw	2	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 280	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	synthetic	1 μg	run 242	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_10xYeast-JPTstySig123_3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_10xYeast-JPTstySig123_3.raw	3	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 281	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	10 μg	run 242	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_10xYeast-JPTstySig123_3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_10xYeast-JPTstySig123_3.raw	3	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 282	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	synthetic	1 μg	run 243	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1xYeast-JPTstySig123_1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1xYeast-JPTstySig123_1.raw	1	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 283	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	1 μg	run 243	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1xYeast-JPTstySig123_1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1xYeast-JPTstySig123_1.raw	1	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 284	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	synthetic	1 μg	run 244	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1xYeast-JPTstySig123_2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1xYeast-JPTstySig123_2.raw	2	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 285	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	1 μg	run 244	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1xYeast-JPTstySig123_2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1xYeast-JPTstySig123_2.raw	2	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 286	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	synthetic	1 μg	run 245	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1xYeast-JPTstySig123_3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1xYeast-JPTstySig123_3.raw	3	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 287	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	none	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	1 μg	run 245	proteomic profiling by mass spectrometry	20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1xYeast-JPTstySig123_3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20181116_QE3_nLC3_AH_SA_PhosTest_DIA_1xYeast-JPTstySig123_3.raw	3	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 288	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 246	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_A_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_A_01.raw	1	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 289	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	none	not applicable	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 246	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_A_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_A_01.raw	1	1	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
