source name	characteristics[organism]	characteristics[disease]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[organism part]	characteristics[organism part]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[cell line]	characteristics[depletion]	assay name	comment[label]	comment[proteomexchange accession number]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[file uri]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 198	AC=MS:1002038;NT=label free sample	PXD005940	1	3	00524_C01_P003819_B0C_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_C01_P003819_B0C_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 215	AC=MS:1002038;NT=label free sample	PXD005940	1	4	00524_D01_P003819_B0D_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_D01_P003819_B0D_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 202	AC=MS:1002038;NT=label free sample	PXD005940	1	5	00524_E01_P003819_B0E_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_E01_P003819_B0E_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 209	AC=MS:1002038;NT=label free sample	PXD005940	1	6	00524_F01_P003819_B0F_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_F01_P003819_B0F_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 195	AC=MS:1002038;NT=label free sample	PXD005940	1	7	00524_G01_P003819_B0G_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_G01_P003819_B0G_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 196	AC=MS:1002038;NT=label free sample	PXD005940	1	8	00524_H01_P003819_B0H_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_H01_P003819_B0H_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 205	AC=MS:1002038;NT=label free sample	PXD005940	1	9	00524_A02_P003819_B0I_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_A02_P003819_B0I_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 199	AC=MS:1002038;NT=label free sample	PXD005940	1	10	00524_B02_P003819_B0J_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_B02_P003819_B0J_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 201	AC=MS:1002038;NT=label free sample	PXD005940	1	11	00524_C02_P003819_B0K_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_C02_P003819_B0K_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 206	AC=MS:1002038;NT=label free sample	PXD005940	1	12	00524_D02_P003819_B0L_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_D02_P003819_B0L_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 213	AC=MS:1002038;NT=label free sample	PXD005940	1	13	00524_E02_P003819_B0M_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_E02_P003819_B0M_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 216	AC=MS:1002038;NT=label free sample	PXD005940	1	14	00524_F02_P003819_B0N_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_F02_P003819_B0N_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 210	AC=MS:1002038;NT=label free sample	PXD005940	1	15	00524_G02_P003819_B0O_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_G02_P003819_B0O_A00_R2.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 194	AC=MS:1002038;NT=label free sample	PXD005940	1	16	00524_H02_P003819_B0P_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_H02_P003819_B0P_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 203	AC=MS:1002038;NT=label free sample	PXD005940	1	17	00524_A03_P003819_B0Q_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_A03_P003819_B0Q_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 207	AC=MS:1002038;NT=label free sample	PXD005940	1	18	00524_B03_P003819_B0R_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_B03_P003819_B0R_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 211	AC=MS:1002038;NT=label free sample	PXD005940	1	19	00524_C03_P003819_B0S_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_C03_P003819_B0S_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 200	AC=MS:1002038;NT=label free sample	PXD005940	1	20	00524_D03_P003819_B0T_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_D03_P003819_B0T_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 208	AC=MS:1002038;NT=label free sample	PXD005940	1	21	00524_E03_P003819_B0U_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_E03_P003819_B0U_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 197	AC=MS:1002038;NT=label free sample	PXD005940	1	22	00524_F03_P003819_B0V_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_F03_P003819_B0V_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 204	AC=MS:1002038;NT=label free sample	PXD005940	1	23	00524_G03_P003819_B0W_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_G03_P003819_B0W_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
Sample 9	homo sapiens	childhood T acute lymphoblastic leukemia	not available	not available	blood	lymphatic part of lymphoid system	female	4Y	lymphoblast	CCRFCEM	no depletion	run 193	AC=MS:1002038;NT=label free sample	PXD005940	1	24	00524_H03_P003819_B0X_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_H03_P003819_B0X_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	CCRFCEM
