source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[compound]	characteristics[enrichment process]	characteristics[biological replicate]	material type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]	factor value[compound]
Sample 71	Homo sapiens	lymph node	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SR-786	no compound	glycosylation	1	cell	run 213	proteomic profiling by mass spectrometry	UM_A_2012_0675_a3-SR786.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0675_a3-SR786.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SR-786	no compound
Sample 72	Homo sapiens	lymph node	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SR-786	no compound	glycosylation	2	cell	run 214	proteomic profiling by mass spectrometry	UM_A_2012_0677_a1-SR786.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0677_a1-SR786.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SR-786	no compound
Sample 72	Homo sapiens	lymph node	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SR-786	no compound	glycosylation	2	cell	run 215	proteomic profiling by mass spectrometry	UM_A_2012_0677_a2-SR786.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0677_a2-SR786.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SR-786	no compound
Sample 72	Homo sapiens	lymph node	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SR-786	no compound	glycosylation	2	cell	run 216	proteomic profiling by mass spectrometry	UM_A_2012_0677_a3-SR786.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0677_a3-SR786.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SR-786	no compound
Sample 73	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	no compound	glycosylation	3	cell	run 217	proteomic profiling by mass spectrometry	UM_A_2012_0715_a1-KARPAS299.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0715_a1-KARPAS299.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	no compound
Sample 73	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	no compound	glycosylation	3	cell	run 218	proteomic profiling by mass spectrometry	UM_A_2012_0715_a2-KARPAS299.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0715_a2-KARPAS299.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	no compound
Sample 73	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	no compound	glycosylation	3	cell	run 219	proteomic profiling by mass spectrometry	UM_A_2012_0715_a3-KARPAS299.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0715_a3-KARPAS299.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	no compound
Sample 74	Homo sapiens	Lymphoma	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SUP-M2	no compound	glycosylation	1	cell	run 220	proteomic profiling by mass spectrometry	UM_A_2012_0738_a1-SUPM2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0738_a1-SUPM2.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUP-M2	no compound
Sample 74	Homo sapiens	Lymphoma	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SUP-M2	no compound	glycosylation	1	cell	run 221	proteomic profiling by mass spectrometry	UM_A_2012_0738_a2-SUPM2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0738_a2-SUPM2.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUP-M2	no compound
Sample 74	Homo sapiens	Lymphoma	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SUP-M2	no compound	glycosylation	1	cell	run 222	proteomic profiling by mass spectrometry	UM_A_2012_0738_a3-SUPM2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0738_a3-SUPM2.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUP-M2	no compound
Sample 75	Homo sapiens	Lymphoma	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SUP-M2	no compound	glycosylation	2	cell	run 223	proteomic profiling by mass spectrometry	UM_A_2012_0739_a1-SUPM2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0739_a1-SUPM2.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUP-M2	no compound
Sample 75	Homo sapiens	Lymphoma	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SUP-M2	no compound	glycosylation	2	cell	run 224	proteomic profiling by mass spectrometry	UM_A_2012_0739_a2-SUPM2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0739_a2-SUPM2.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUP-M2	no compound
Sample 75	Homo sapiens	Lymphoma	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SUP-M2	no compound	glycosylation	2	cell	run 225	proteomic profiling by mass spectrometry	UM_A_2012_0739_a3-SUPM2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0739_a3-SUPM2.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUP-M2	no compound
Sample 76	Homo sapiens	Lymphoma	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SUP-M2	no compound	glycosylation	3	cell	run 226	proteomic profiling by mass spectrometry	UM_A_2012_0740_a1-SUPM2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0740_a1-SUPM2.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUP-M2	no compound
Sample 76	Homo sapiens	Lymphoma	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SUP-M2	no compound	glycosylation	3	cell	run 227	proteomic profiling by mass spectrometry	UM_A_2012_0740_a2-SUPM2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0740_a2-SUPM2.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUP-M2	no compound
Sample 76	Homo sapiens	Lymphoma	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SUP-M2	no compound	glycosylation	3	cell	run 228	proteomic profiling by mass spectrometry	UM_A_2012_0740_a3-SUPM2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0740_a3-SUPM2.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUP-M2	no compound
Sample 77	Homo sapiens	lymphoblastic	15Y	male	Aggressive NK-cell leukemia	not available	lymphoblastic	YT	no compound	glycosylation	1	cell	run 229	proteomic profiling by mass spectrometry	UM_A_2012_0770_a1-YT.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0770_a1-YT.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	YT	no compound
Sample 77	Homo sapiens	lymphoblastic	15Y	male	Aggressive NK-cell leukemia	not available	lymphoblastic	YT	no compound	glycosylation	1	cell	run 230	proteomic profiling by mass spectrometry	UM_A_2012_0770_a2-YT.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0770_a2-YT.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	YT	no compound
Sample 77	Homo sapiens	lymphoblastic	15Y	male	Aggressive NK-cell leukemia	not available	lymphoblastic	YT	no compound	glycosylation	1	cell	run 231	proteomic profiling by mass spectrometry	UM_A_2012_0770_a3-YT.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0770_a3-YT.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	YT	no compound
Sample 78	Homo sapiens	lymphoblastic	15Y	male	Aggressive NK-cell leukemia	not available	lymphoblastic	YT	no compound	glycosylation	2	cell	run 232	proteomic profiling by mass spectrometry	UM_A_2012_0771_a1-YT.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0771_a1-YT.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	YT	no compound
Sample 78	Homo sapiens	lymphoblastic	15Y	male	Aggressive NK-cell leukemia	not available	lymphoblastic	YT	no compound	glycosylation	2	cell	run 233	proteomic profiling by mass spectrometry	UM_A_2012_0771_a2-YT.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0771_a2-YT.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	YT	no compound
Sample 78	Homo sapiens	lymphoblastic	15Y	male	Aggressive NK-cell leukemia	not available	lymphoblastic	YT	no compound	glycosylation	2	cell	run 234	proteomic profiling by mass spectrometry	UM_A_2012_0771_a3-YT.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0771_a3-YT.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	YT	no compound
Sample 79	Homo sapiens	lymphoblastic	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	Mac-1	no compound	glycosylation	1	cell	run 235	proteomic profiling by mass spectrometry	UM_A_2012_0772_a1-MAC1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0772_a1-MAC1.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Mac-1	no compound
Sample 79	Homo sapiens	lymphoblastic	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	Mac-1	no compound	glycosylation	1	cell	run 236	proteomic profiling by mass spectrometry	UM_A_2012_0772_a2-MAC1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0772_a2-MAC1.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Mac-1	no compound
Sample 79	Homo sapiens	lymphoblastic	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	Mac-1	no compound	glycosylation	1	cell	run 237	proteomic profiling by mass spectrometry	UM_A_2012_0772_a3-MAC1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0772_a3-MAC1.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Mac-1	no compound
Sample 80	Homo sapiens	lymph node	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SR-786	no compound	glycosylation	3	cell	run 238	proteomic profiling by mass spectrometry	UM_A_2012_0816_a1-SR786.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0816_a1-SR786.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SR-786	no compound
Sample 80	Homo sapiens	lymph node	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SR-786	no compound	glycosylation	3	cell	run 239	proteomic profiling by mass spectrometry	UM_A_2012_0816_a2-SR786.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0816_a2-SR786.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SR-786	no compound
Sample 80	Homo sapiens	lymph node	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	SR-786	no compound	glycosylation	3	cell	run 240	proteomic profiling by mass spectrometry	UM_A_2012_0816_a3-SR786.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0816_a3-SR786.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SR-786	no compound
Sample 81	Homo sapiens	lymphoblastic	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	Mac-1	no compound	glycosylation	2	cell	run 241	proteomic profiling by mass spectrometry	UM_A_2012_0818_a1-MAC1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0818_a1-MAC1.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Mac-1	no compound
Sample 81	Homo sapiens	lymphoblastic	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	Mac-1	no compound	glycosylation	2	cell	run 242	proteomic profiling by mass spectrometry	UM_A_2012_0818_a2-MAC1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0818_a2-MAC1.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Mac-1	no compound
Sample 81	Homo sapiens	lymphoblastic	not available	not available	Anaplastic large cell lymphoma	not available	T lymphocyte	Mac-1	no compound	glycosylation	2	cell	run 243	proteomic profiling by mass spectrometry	UM_A_2012_0818_a3-MAC1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0818_a3-MAC1.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Mac-1	no compound
Sample 82	Homo sapiens	lymphoblastic	not available	male	acute T cell leukemia	not available	T lymphocyte	Jurkat	no compound	glycosylation	1	cell	run 244	proteomic profiling by mass spectrometry	UM_A_2012_0863_a1-JURKAT.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0863_a1-JURKAT.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Jurkat	no compound
Sample 82	Homo sapiens	lymphoblastic	not available	male	acute T cell leukemia	not available	T lymphocyte	Jurkat	no compound	glycosylation	1	cell	run 245	proteomic profiling by mass spectrometry	UM_A_2012_0863_a2-JURKAT.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0863_a2-JURKAT.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Jurkat	no compound
Sample 82	Homo sapiens	lymphoblastic	not available	male	acute T cell leukemia	not available	T lymphocyte	Jurkat	no compound	glycosylation	1	cell	run 246	proteomic profiling by mass spectrometry	UM_A_2012_0863_a3-JURKAT.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2012_0863_a3-JURKAT.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Jurkat	no compound
