Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[age]	Characteristics[sex]	Characteristics[ancestry category]	Characteristics[cell type]	Characteristics[cell line]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	factor value[cell line]
Sample 26	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	44Y	female	Caucasian	epithelial	HT29	run 386	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT29_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT29_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT29
Sample 26	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	44Y	female	Caucasian	epithelial	HT29	run 387	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT29_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT29_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT29
Sample 26	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	44Y	female	Caucasian	epithelial	HT29	run 388	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT29_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT29_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT29
Sample 26	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	44Y	female	Caucasian	epithelial	HT29	run 389	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT29_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT29_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT29
Sample 26	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	44Y	female	Caucasian	epithelial	HT29	run 390	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT29_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT29_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT29
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	45Y	female	Caucasian	epithelial	HT55	run 391	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	46Y	female	Caucasian	epithelial	HT55	run 392	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	47Y	female	Caucasian	epithelial	HT55	run 393	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	48Y	female	Caucasian	epithelial	HT55	run 394	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	49Y	female	Caucasian	epithelial	HT55	run 395	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	50Y	female	Caucasian	epithelial	HT55	run 396	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	51Y	female	Caucasian	epithelial	HT55	run 397	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	52Y	female	Caucasian	epithelial	HT55	run 398	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	53Y	female	Caucasian	epithelial	HT55	run 399	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	54Y	female	Caucasian	epithelial	HT55	run 400	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	55Y	female	Caucasian	epithelial	HT55	run 401	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	56Y	female	Caucasian	epithelial	HT55	run 402	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	57Y	female	Caucasian	epithelial	HT55	run 403	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	58Y	female	Caucasian	epithelial	HT55	run 404	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 27	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	59Y	female	Caucasian	epithelial	HT55	run 405	proteomic profiling by mass spectrometry	A0253_klc_20130826r_HT55_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT55_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT55
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 406	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 407	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 408	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 409	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 410	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 411	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 412	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 413	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 414	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 415	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 416	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 417	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 418	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 419	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
Sample 28	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	IS1	run 420	proteomic profiling by mass spectrometry	A0253_klc_20130826r_IS1_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_IS1_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	IS1
